index,datum_tenaamstelling,Alcohol,Benzine,CNG,Diesel,Elektriciteit,LNG,LPG,Waterstof,cum_Elektriciteit,cum_Benzine,cum_Diesel,cum_LPG,cum_CNG,cum_LNG,cum_Waterstof,cum_Alcohol
7027,1995-10-04,0,30,0,5,0,0,3,0,4,68621,3605,2413,0,0,0,0
7028,1995-10-05,0,30,0,5,0,0,2,0,4,68651,3610,2415,0,0,0,0
7029,1995-10-06,0,38,0,3,0,0,3,0,4,68689,3613,2418,0,0,0,0
7030,1995-10-07,0,23,0,1,0,0,1,0,4,68712,3614,2419,0,0,0,0
7031,1995-10-09,0,36,0,5,0,0,2,0,4,68748,3619,2421,0,0,0,0
7032,1995-10-10,0,21,0,2,0,0,1,0,4,68769,3621,2422,0,0,0,0
7033,1995-10-11,0,32,0,6,0,0,2,0,4,68801,3627,2424,0,0,0,0
7034,1995-10-12,0,35,0,2,0,0,2,0,4,68836,3629,2426,0,0,0,0
7035,1995-10-13,0,42,0,4,0,0,2,0,4,68878,3633,2428,0,0,0,0
7036,1995-10-14,0,22,0,2,0,0,3,0,4,68900,3635,2431,0,0,0,0
7037,1995-10-16,0,41,0,0,0,0,3,0,4,68941,3635,2434,0,0,0,0
7038,1995-10-17,0,24,0,6,0,0,0,0,4,68965,3641,2434,0,0,0,0
7039,1995-10-18,0,24,0,3,0,0,2,0,4,68989,3644,2436,0,0,0,0
7040,1995-10-19,0,40,0,3,0,0,0,0,4,69029,3647,2436,0,0,0,0
7041,1995-10-20,0,39,0,0,0,0,0,0,4,69068,3647,2436,0,0,0,0
7042,1995-10-21,0,20,0,0,0,0,3,0,4,69088,3647,2439,0,0,0,0
7043,1995-10-23,0,22,0,1,0,0,1,0,4,69110,3648,2440,0,0,0,0
7044,1995-10-24,0,23,0,5,0,0,2,0,4,69133,3653,2442,0,0,0,0
7045,1995-10-25,0,33,0,3,0,0,6,0,4,69166,3656,2448,0,0,0,0
7046,1995-10-26,0,36,0,3,0,0,3,0,4,69202,3659,2451,0,0,0,0
7047,1995-10-27,0,35,0,2,0,0,0,0,4,69237,3661,2451,0,0,0,0
7048,1995-10-28,0,30,0,2,0,0,2,0,4,69267,3663,2453,0,0,0,0
7049,1995-10-30,0,28,0,1,0,0,2,0,4,69295,3664,2455,0,0,0,0
7050,1995-10-31,0,36,0,3,0,0,2,0,4,69331,3667,2457,0,0,0,0
7051,1995-11-01,0,30,0,0,0,0,3,0,4,69361,3667,2460,0,0,0,0
7052,1995-11-02,0,26,0,9,0,0,1,0,4,69387,3676,2461,0,0,0,0
7053,1995-11-03,0,43,0,3,0,0,5,0,4,69430,3679,2466,0,0,0,0
7054,1995-11-04,0,25,0,0,0,0,0,0,4,69455,3679,2466,0,0,0,0
7055,1995-11-06,0,24,0,2,0,0,1,0,4,69479,3681,2467,0,0,0,0
7056,1995-11-07,0,33,0,1,0,0,4,0,4,69512,3682,2471,0,0,0,0
7057,1995-11-08,0,26,0,2,0,0,0,0,4,69538,3684,2471,0,0,0,0
7058,1995-11-09,0,34,0,1,0,0,0,0,4,69572,3685,2471,0,0,0,0
7059,1995-11-10,0,55,0,5,0,0,2,0,4,69627,3690,2473,0,0,0,0
7060,1995-11-11,0,21,0,1,0,0,0,0,4,69648,3691,2473,0,0,0,0
7061,1995-11-13,0,25,0,3,0,0,2,0,4,69673,3694,2475,0,0,0,0
7062,1995-11-14,0,42,0,2,0,0,2,0,4,69715,3696,2477,0,0,0,0
7063,1995-11-15,0,23,0,1,0,0,4,0,4,69738,3697,2481,0,0,0,0
7064,1995-11-16,0,36,0,6,0,0,1,0,4,69774,3703,2482,0,0,0,0
7065,1995-11-17,0,39,0,2,0,0,2,0,4,69813,3705,2484,0,0,0,0
7066,1995-11-18,0,29,0,2,0,0,1,0,4,69842,3707,2485,0,0,0,0
7067,1995-11-20,0,28,0,2,0,0,0,0,4,69870,3709,2485,0,0,0,0
7068,1995-11-21,0,43,0,3,0,0,3,0,4,69913,3712,2488,0,0,0,0
7069,1995-11-22,0,30,0,1,0,0,3,0,4,69943,3713,2491,0,0,0,0
7070,1995-11-23,0,30,0,2,0,0,0,0,4,69973,3715,2491,0,0,0,0
7071,1995-11-24,0,41,0,6,0,0,4,0,4,70014,3721,2495,0,0,0,0
7072,1995-11-25,0,34,0,4,0,0,3,0,4,70048,3725,2498,0,0,0,0
7073,1995-11-27,0,36,0,5,0,0,3,0,4,70084,3730,2501,0,0,0,0
7074,1995-11-28,0,24,0,2,0,0,2,0,4,70108,3732,2503,0,0,0,0
7075,1995-11-29,0,27,0,4,0,0,4,0,4,70135,3736,2507,0,0,0,0
7076,1995-11-30,0,26,0,2,0,0,1,0,4,70161,3738,2508,0,0,0,0
7077,1995-12-01,0,41,0,4,0,0,1,0,4,70202,3742,2509,0,0,0,0
7078,1995-12-02,0,35,0,1,0,0,1,0,4,70237,3743,2510,0,0,0,0
7079,1995-12-04,0,21,0,4,0,0,1,0,4,70258,3747,2511,0,0,0,0
7080,1995-12-05,0,31,0,4,0,0,1,0,4,70289,3751,2512,0,0,0,0
7081,1995-12-06,0,12,0,0,0,0,0,0,4,70301,3751,2512,0,0,0,0
7082,1995-12-07,0,39,0,3,0,0,3,0,4,70340,3754,2515,0,0,0,0
7083,1995-12-08,0,24,0,0,0,0,1,0,4,70364,3754,2516,0,0,0,0
7084,1995-12-09,0,18,0,2,0,0,0,0,4,70382,3756,2516,0,0,0,0
7085,1995-12-11,0,35,0,1,0,0,0,0,4,70417,3757,2516,0,0,0,0
7086,1995-12-12,0,25,0,3,0,0,1,0,4,70442,3760,2517,0,0,0,0
7087,1995-12-13,0,29,0,4,0,0,3,0,4,70471,3764,2520,0,0,0,0
7088,1995-12-14,0,36,0,2,0,0,2,0,4,70507,3766,2522,0,0,0,0
7089,1995-12-15,0,41,0,3,0,0,7,0,4,70548,3769,2529,0,0,0,0
7090,1995-12-16,0,23,0,1,0,0,0,0,4,70571,3770,2529,0,0,0,0
7091,1995-12-18,0,42,0,2,0,0,1,0,4,70613,3772,2530,0,0,0,0
7092,1995-12-19,0,33,0,3,0,0,1,0,4,70646,3775,2531,0,0,0,0
7093,1995-12-20,0,26,0,3,0,0,3,0,4,70672,3778,2534,0,0,0,0
7094,1995-12-21,0,21,0,4,0,0,2,0,4,70693,3782,2536,0,0,0,0
7095,1995-12-22,0,48,0,2,0,0,1,0,4,70741,3784,2537,0,0,0,0
7096,1995-12-23,0,11,0,1,0,0,0,0,4,70752,3785,2537,0,0,0,0
7097,1995-12-27,0,35,0,3,0,0,4,0,4,70787,3788,2541,0,0,0,0
7098,1995-12-28,0,28,0,7,0,0,1,0,4,70815,3795,2542,0,0,0,0
7099,1995-12-29,0,38,0,2,0,0,0,0,4,70853,3797,2542,0,0,0,0
7100,1995-12-30,0,16,0,4,0,0,0,0,4,70869,3801,2542,0,0,0,0
7101,1996-01-02,0,39,0,1,0,0,0,0,4,70908,3802,2542,0,0,0,0
7102,1996-01-03,0,37,0,4,0,0,3,0,4,70945,3806,2545,0,0,0,0
7103,1996-01-04,0,29,0,5,0,0,0,0,4,70974,3811,2545,0,0,0,0
7104,1996-01-05,0,43,0,6,0,0,2,0,4,71017,3817,2547,0,0,0,0
7105,1996-01-06,0,20,0,1,0,0,1,0,4,71037,3818,2548,0,0,0,0
7106,1996-01-08,0,24,0,0,0,0,3,0,4,71061,3818,2551,0,0,0,0
7107,1996-01-09,0,23,0,4,0,0,0,0,4,71084,3822,2551,0,0,0,0
7108,1996-01-10,0,22,0,3,0,0,1,0,4,71106,3825,2552,0,0,0,0
7109,1996-01-11,0,42,0,2,0,0,2,0,4,71148,3827,2554,0,0,0,0
7110,1996-01-12,0,39,0,5,0,0,2,0,4,71187,3832,2556,0,0,0,0
7111,1996-01-13,0,18,0,1,0,0,1,0,4,71205,3833,2557,0,0,0,0
7112,1996-01-15,0,43,0,2,0,0,1,0,4,71248,3835,2558,0,0,0,0
7113,1996-01-16,0,36,0,4,0,0,5,0,4,71284,3839,2563,0,0,0,0
7114,1996-01-17,0,29,0,3,0,0,1,0,4,71313,3842,2564,0,0,0,0
7115,1996-01-18,0,31,0,5,0,0,1,0,4,71344,3847,2565,0,0,0,0
7116,1996-01-19,0,66,0,5,0,0,5,0,4,71410,3852,2570,0,0,0,0
7117,1996-01-20,0,29,0,2,0,0,1,0,4,71439,3854,2571,0,0,0,0
7118,1996-01-22,0,49,0,5,0,0,2,0,4,71488,3859,2573,0,0,0,0
7119,1996-01-23,0,30,0,7,0,0,3,0,4,71518,3866,2576,0,0,0,0
7120,1996-01-24,0,33,0,3,0,0,2,0,4,71551,3869,2578,0,0,0,0
7121,1996-01-25,0,28,0,4,0,0,1,0,4,71579,3873,2579,0,0,0,0
7122,1996-01-26,0,28,0,3,0,0,3,0,4,71607,3876,2582,0,0,0,0
7123,1996-01-27,0,19,0,1,0,0,1,0,4,71626,3877,2583,0,0,0,0
7124,1996-01-29,0,32,0,1,0,0,3,0,4,71658,3878,2586,0,0,0,0
7125,1996-01-30,0,27,0,5,0,0,1,0,4,71685,3883,2587,0,0,0,0
7126,1996-01-31,0,47,0,4,0,0,3,0,4,71732,3887,2590,0,0,0,0
7127,1996-02-01,0,44,0,5,0,0,4,0,4,71776,3892,2594,0,0,0,0
7128,1996-02-02,0,44,0,10,0,0,3,0,4,71820,3902,2597,0,0,0,0
7129,1996-02-03,0,24,0,3,0,0,0,0,4,71844,3905,2597,0,0,0,0
7130,1996-02-05,0,27,0,6,0,0,2,0,4,71871,3911,2599,0,0,0,0
7131,1996-02-06,0,42,0,3,0,0,2,0,4,71913,3914,2601,0,0,0,0
7132,1996-02-07,0,29,0,4,0,0,5,0,4,71942,3918,2606,0,0,0,0
7133,1996-02-08,0,20,0,2,0,0,0,0,4,71962,3920,2606,0,0,0,0
7134,1996-02-09,0,38,0,2,0,0,1,0,4,72000,3922,2607,0,0,0,0
7135,1996-02-10,0,16,0,3,0,0,0,0,4,72016,3925,2607,0,0,0,0
7136,1996-02-12,0,30,0,1,0,0,3,0,4,72046,3926,2610,0,0,0,0
7137,1996-02-13,0,26,0,2,0,0,3,0,4,72072,3928,2613,0,0,0,0
7138,1996-02-14,0,29,0,2,0,0,3,0,4,72101,3930,2616,0,0,0,0
7139,1996-02-15,0,28,0,3,0,0,1,0,4,72129,3933,2617,0,0,0,0
7140,1996-02-16,0,42,0,3,0,0,3,0,4,72171,3936,2620,0,0,0,0
7141,1996-02-17,0,20,0,0,0,0,1,0,4,72191,3936,2621,0,0,0,0
7142,1996-02-19,0,27,0,4,0,0,1,0,4,72218,3940,2622,0,0,0,0
7143,1996-02-20,0,23,0,3,0,0,1,0,4,72241,3943,2623,0,0,0,0
7144,1996-02-21,0,24,0,6,0,0,2,0,4,72265,3949,2625,0,0,0,0
7145,1996-02-22,0,32,0,6,0,0,2,0,4,72297,3955,2627,0,0,0,0
7146,1996-02-23,0,57,0,3,0,0,5,0,4,72354,3958,2632,0,0,0,0
7147,1996-02-24,0,33,0,1,0,0,2,0,4,72387,3959,2634,0,0,0,0
7148,1996-02-26,0,43,0,7,0,0,0,0,4,72430,3966,2634,0,0,0,0
7149,1996-02-27,0,41,0,2,0,0,4,0,4,72471,3968,2638,0,0,0,0
7150,1996-02-28,0,30,0,3,0,0,3,0,4,72501,3971,2641,0,0,0,0
7151,1996-02-29,0,39,0,8,0,0,1,0,4,72540,3979,2642,0,0,0,0
7152,1996-03-01,0,57,0,13,0,0,3,0,4,72597,3992,2645,0,0,0,0
7153,1996-03-02,0,36,0,1,0,0,2,0,4,72633,3993,2647,0,0,0,0
7154,1996-03-04,0,37,0,8,0,0,2,0,4,72670,4001,2649,0,0,0,0
7155,1996-03-05,0,33,0,5,0,0,0,0,4,72703,4006,2649,0,0,0,0
7156,1996-03-06,0,28,0,4,0,0,1,0,4,72731,4010,2650,0,0,0,0
7157,1996-03-07,0,31,0,3,0,0,0,0,4,72762,4013,2650,0,0,0,0
7158,1996-03-08,0,65,0,3,0,0,2,0,4,72827,4016,2652,0,0,0,0
7159,1996-03-09,0,36,0,3,0,0,0,0,4,72863,4019,2652,0,0,0,0
7160,1996-03-11,0,41,0,4,0,0,3,0,4,72904,4023,2655,0,0,0,0
7161,1996-03-12,0,50,0,7,0,0,2,0,4,72954,4030,2657,0,0,0,0
7162,1996-03-13,0,41,0,6,0,0,3,0,4,72995,4036,2660,0,0,0,0
7163,1996-03-14,0,48,0,7,0,0,3,0,4,73043,4043,2663,0,0,0,0
7164,1996-03-15,0,65,0,5,0,0,6,0,4,73108,4048,2669,0,0,0,0
7165,1996-03-16,0,52,0,1,0,0,2,0,4,73160,4049,2671,0,0,0,0
7166,1996-03-18,0,41,0,3,0,0,4,0,4,73201,4052,2675,0,0,0,0
7167,1996-03-19,0,56,0,6,0,0,6,0,4,73257,4058,2681,0,0,0,0
7168,1996-03-20,0,52,0,5,0,0,1,0,4,73309,4063,2682,0,0,0,0
7169,1996-03-21,0,56,0,3,0,0,2,0,4,73365,4066,2684,0,0,0,0
7170,1996-03-22,0,80,0,7,0,0,2,0,4,73445,4073,2686,0,0,0,0
7171,1996-03-23,0,33,0,0,0,0,2,0,4,73478,4073,2688,0,0,0,0
7172,1996-03-25,0,52,0,7,0,0,4,0,4,73530,4080,2692,0,0,0,0
7173,1996-03-26,0,40,0,5,0,0,1,0,4,73570,4085,2693,0,0,0,0
7174,1996-03-27,0,44,0,5,0,0,3,0,4,73614,4090,2696,0,0,0,0
7175,1996-03-28,0,59,0,5,0,0,3,0,4,73673,4095,2699,0,0,0,0
7176,1996-03-29,0,85,0,8,0,0,4,0,4,73758,4103,2703,0,0,0,0
7177,1996-03-30,0,55,0,6,0,0,2,0,4,73813,4109,2705,0,0,0,0
7178,1996-03-31,0,2,0,0,0,0,1,0,4,73815,4109,2706,0,0,0,0
7179,1996-04-01,0,52,0,6,0,0,4,0,4,73867,4115,2710,0,0,0,0
7180,1996-04-02,0,48,0,2,0,0,3,0,4,73915,4117,2713,0,0,0,0
7181,1996-04-03,0,63,0,3,0,0,3,0,4,73978,4120,2716,0,0,0,0
7182,1996-04-04,0,82,0,3,0,0,2,0,4,74060,4123,2718,0,0,0,0
7183,1996-04-05,0,69,0,0,0,0,1,0,4,74129,4123,2719,0,0,0,0
7184,1996-04-06,0,35,0,1,0,0,0,0,4,74164,4124,2719,0,0,0,0
7185,1996-04-09,0,72,0,8,0,0,4,0,4,74236,4132,2723,0,0,0,0
7186,1996-04-10,0,50,0,2,0,0,3,0,4,74286,4134,2726,0,0,0,0
7187,1996-04-11,0,62,0,2,0,0,1,0,4,74348,4136,2727,0,0,0,0
7188,1996-04-12,0,70,0,6,0,0,3,0,4,74418,4142,2730,0,0,0,0
7189,1996-04-13,0,39,0,2,0,0,2,0,4,74457,4144,2732,0,0,0,0
7190,1996-04-15,0,52,0,6,0,0,1,0,4,74509,4150,2733,0,0,0,0
7191,1996-04-16,0,54,0,5,0,0,1,0,4,74563,4155,2734,0,0,0,0
7192,1996-04-17,0,57,0,5,0,0,1,0,4,74620,4160,2735,0,0,0,0
7193,1996-04-18,0,83,0,4,0,0,4,0,4,74703,4164,2739,0,0,0,0
7194,1996-04-19,0,90,0,0,0,0,1,0,4,74793,4164,2740,0,0,0,0
7195,1996-04-20,0,44,0,1,0,0,0,0,4,74837,4165,2740,0,0,0,0
7196,1996-04-22,0,62,0,6,0,0,5,0,4,74899,4171,2745,0,0,0,0
7197,1996-04-23,0,42,0,4,0,0,2,0,4,74941,4175,2747,0,0,0,0
7198,1996-04-24,0,62,0,3,0,0,3,0,4,75003,4178,2750,0,0,0,0
7199,1996-04-25,0,55,0,2,0,0,1,0,4,75058,4180,2751,0,0,0,0
7200,1996-04-26,0,105,0,2,0,0,4,0,4,75163,4182,2755,0,0,0,0
7201,1996-04-27,0,41,0,0,0,0,1,0,4,75204,4182,2756,0,0,0,0
7202,1996-04-29,0,69,0,7,0,0,2,0,4,75273,4189,2758,0,0,0,0
7203,1996-04-30,0,1,0,0,0,0,0,0,4,75274,4189,2758,0,0,0,0
7204,1996-05-01,0,53,0,3,0,0,1,0,4,75327,4192,2759,0,0,0,0
7205,1996-05-02,0,37,0,1,0,0,0,0,4,75364,4193,2759,0,0,0,0
7206,1996-05-03,0,80,0,3,0,0,3,0,4,75444,4196,2762,0,0,0,0
7207,1996-05-04,0,30,0,1,0,0,0,0,4,75474,4197,2762,0,0,0,0
7208,1996-05-06,0,43,0,4,0,0,1,0,4,75517,4201,2763,0,0,0,0
7209,1996-05-07,0,47,0,3,0,0,2,0,4,75564,4204,2765,0,0,0,0
7210,1996-05-08,0,58,0,4,0,0,4,0,4,75622,4208,2769,0,0,0,0
7211,1996-05-09,0,63,0,3,0,0,3,0,4,75685,4211,2772,0,0,0,0
7212,1996-05-10,0,60,0,2,0,0,5,0,4,75745,4213,2777,0,0,0,0
7213,1996-05-11,0,51,0,3,0,0,2,0,4,75796,4216,2779,0,0,0,0
7214,1996-05-13,0,35,0,4,0,0,0,0,4,75831,4220,2779,0,0,0,0
7215,1996-05-14,0,61,0,2,0,0,4,0,4,75892,4222,2783,0,0,0,0
7216,1996-05-15,0,51,0,2,0,0,3,0,4,75943,4224,2786,0,0,0,0
7217,1996-05-17,0,84,0,3,0,0,2,0,4,76027,4227,2788,0,0,0,0
7218,1996-05-18,0,35,0,1,0,0,2,0,4,76062,4228,2790,0,0,0,0
7219,1996-05-20,0,44,0,3,0,0,4,0,4,76106,4231,2794,0,0,0,0
7220,1996-05-21,0,41,0,6,0,0,1,0,4,76147,4237,2795,0,0,0,0
7221,1996-05-22,0,42,0,2,0,0,0,0,4,76189,4239,2795,0,0,0,0
7222,1996-05-23,0,52,0,6,0,0,3,0,4,76241,4245,2798,0,0,0,0
7223,1996-05-24,0,59,0,5,0,0,4,0,4,76300,4250,2802,0,0,0,0
7224,1996-05-25,0,40,0,1,0,0,1,0,4,76340,4251,2803,0,0,0,0
7225,1996-05-28,0,50,0,4,0,0,2,0,4,76390,4255,2805,0,0,0,0
7226,1996-05-29,0,46,0,5,0,0,0,0,4,76436,4260,2805,0,0,0,0
7227,1996-05-30,0,79,0,4,0,0,8,0,4,76515,4264,2813,0,0,0,0
7228,1996-05-31,0,73,0,2,0,0,3,0,4,76588,4266,2816,0,0,0,0
7229,1996-06-01,0,43,0,0,0,0,6,0,4,76631,4266,2822,0,0,0,0
7230,1996-06-03,0,42,0,3,0,0,1,0,4,76673,4269,2823,0,0,0,0
7231,1996-06-04,0,47,0,2,0,0,2,0,4,76720,4271,2825,0,0,0,0
7232,1996-06-05,0,69,0,3,0,0,2,0,4,76789,4274,2827,0,0,0,0
7233,1996-06-06,0,60,0,7,0,0,0,0,4,76849,4281,2827,0,0,0,0
7234,1996-06-07,0,74,0,10,0,0,6,0,4,76923,4291,2833,0,0,0,0
7235,1996-06-08,0,39,0,3,0,0,3,0,4,76962,4294,2836,0,0,0,0
7236,1996-06-10,0,53,0,4,0,0,2,0,4,77015,4298,2838,0,0,0,0
7237,1996-06-11,0,48,0,3,0,0,2,0,4,77063,4301,2840,0,0,0,0
7238,1996-06-12,0,70,0,6,0,0,4,0,4,77133,4307,2844,0,0,0,0
7239,1996-06-13,0,84,0,4,0,0,5,0,4,77217,4311,2849,0,0,0,0
7240,1996-06-14,0,70,0,6,0,0,1,0,4,77287,4317,2850,0,0,0,0
7241,1996-06-15,0,44,0,2,0,0,3,0,4,77331,4319,2853,0,0,0,0
7242,1996-06-17,0,49,0,4,0,0,4,0,4,77380,4323,2857,0,0,0,0
7243,1996-06-18,0,51,0,4,0,0,5,0,4,77431,4327,2862,0,0,0,0
7244,1996-06-19,0,67,0,7,0,0,1,0,4,77498,4334,2863,0,0,0,0
7245,1996-06-20,0,58,0,1,0,0,2,0,4,77556,4335,2865,0,0,0,0
7246,1996-06-21,0,75,0,10,0,0,4,0,4,77631,4345,2869,0,0,0,0
7247,1996-06-22,0,40,0,1,0,0,2,0,4,77671,4346,2871,0,0,0,0
7248,1996-06-24,0,52,0,5,0,0,1,0,4,77723,4351,2872,0,0,0,0
7249,1996-06-25,0,59,0,2,0,0,6,0,4,77782,4353,2878,0,0,0,0
7250,1996-06-26,0,33,0,4,0,0,2,0,4,77815,4357,2880,0,0,0,0
7251,1996-06-27,0,62,0,8,0,0,5,0,4,77877,4365,2885,0,0,0,0
7252,1996-06-28,0,68,0,5,0,0,1,0,4,77945,4370,2886,0,0,0,0
7253,1996-06-29,0,46,0,3,0,0,3,0,4,77991,4373,2889,0,0,0,0
7254,1996-07-01,0,33,0,4,0,0,1,0,4,78024,4377,2890,0,0,0,0
7255,1996-07-02,0,53,0,6,0,0,5,0,4,78077,4383,2895,0,0,0,0
7256,1996-07-03,0,49,0,3,0,0,0,0,4,78126,4386,2895,0,0,0,0
7257,1996-07-04,0,45,0,2,0,0,5,0,4,78171,4388,2900,0,0,0,0
7258,1996-07-05,0,81,0,4,0,0,4,0,4,78252,4392,2904,0,0,0,0
7259,1996-07-06,0,31,0,2,0,0,2,0,4,78283,4394,2906,0,0,0,0
7260,1996-07-08,0,63,0,4,0,0,2,0,4,78346,4398,2908,0,0,0,0
7261,1996-07-09,0,52,0,4,0,0,2,0,4,78398,4402,2910,0,0,0,0
7262,1996-07-10,0,52,0,3,0,0,6,0,4,78450,4405,2916,0,0,0,0
7263,1996-07-11,0,57,0,6,0,0,5,0,4,78507,4411,2921,0,0,0,0
7264,1996-07-12,0,68,0,4,0,0,3,0,4,78575,4415,2924,0,0,0,0
7265,1996-07-13,0,38,0,2,0,0,0,0,4,78613,4417,2924,0,0,0,0
7266,1996-07-15,0,51,0,3,0,0,3,0,4,78664,4420,2927,0,0,0,0
7267,1996-07-16,0,38,0,2,0,0,2,0,4,78702,4422,2929,0,0,0,0
7268,1996-07-17,0,56,0,2,0,0,3,0,4,78758,4424,2932,0,0,0,0
7269,1996-07-18,0,47,0,4,0,0,2,0,4,78805,4428,2934,0,0,0,0
7270,1996-07-19,0,67,0,5,0,0,0,0,4,78872,4433,2934,0,0,0,0
7271,1996-07-20,0,29,0,1,0,0,2,0,4,78901,4434,2936,0,0,0,0
7272,1996-07-22,0,31,0,1,0,0,3,0,4,78932,4435,2939,0,0,0,0
7273,1996-07-23,0,58,0,3,0,0,1,0,4,78990,4438,2940,0,0,0,0
7274,1996-07-24,0,44,0,4,0,0,1,0,4,79034,4442,2941,0,0,0,0
7275,1996-07-25,0,46,0,3,0,0,5,0,4,79080,4445,2946,0,0,0,0
7276,1996-07-26,0,46,0,3,0,0,1,0,4,79126,4448,2947,0,0,0,0
7277,1996-07-27,0,35,0,4,0,0,0,0,4,79161,4452,2947,0,0,0,0
7278,1996-07-29,0,42,0,3,0,0,0,0,4,79203,4455,2947,0,0,0,0
7279,1996-07-30,0,35,0,7,0,0,3,0,4,79238,4462,2950,0,0,0,0
7280,1996-07-31,0,33,0,2,0,0,1,0,4,79271,4464,2951,0,0,0,0
7281,1996-08-01,0,47,0,2,0,0,3,0,4,79318,4466,2954,0,0,0,0
7282,1996-08-02,0,38,0,6,0,0,3,0,4,79356,4472,2957,0,0,0,0
7283,1996-08-03,0,35,0,0,0,0,2,0,4,79391,4472,2959,0,0,0,0
7284,1996-08-05,0,30,0,6,0,0,0,0,4,79421,4478,2959,0,0,0,0
7285,1996-08-06,0,55,0,2,0,0,5,0,4,79476,4480,2964,0,0,0,0
7286,1996-08-07,0,37,0,2,0,0,2,0,4,79513,4482,2966,0,0,0,0
7287,1996-08-08,0,54,0,8,0,0,4,0,4,79567,4490,2970,0,0,0,0
7288,1996-08-09,0,61,0,2,0,0,1,0,4,79628,4492,2971,0,0,0,0
7289,1996-08-10,0,38,0,3,0,0,2,0,4,79666,4495,2973,0,0,0,0
7290,1996-08-12,0,50,0,3,0,0,1,0,4,79716,4498,2974,0,0,0,0
7291,1996-08-13,0,50,0,6,0,0,1,0,4,79766,4504,2975,0,0,0,0
7292,1996-08-14,0,45,0,2,0,0,5,0,4,79811,4506,2980,0,0,0,0
7293,1996-08-15,0,42,0,8,0,0,0,0,4,79853,4514,2980,0,0,0,0
7294,1996-08-16,0,58,0,4,0,0,4,0,4,79911,4518,2984,0,0,0,0
7295,1996-08-17,0,33,0,1,0,0,1,0,4,79944,4519,2985,0,0,0,0
7296,1996-08-19,0,43,0,7,0,0,2,0,4,79987,4526,2987,0,0,0,0
7297,1996-08-20,0,30,0,2,0,0,2,0,4,80017,4528,2989,0,0,0,0
7298,1996-08-21,0,34,0,1,0,0,2,0,4,80051,4529,2991,0,0,0,0
7299,1996-08-22,0,40,0,6,0,0,1,0,4,80091,4535,2992,0,0,0,0
7300,1996-08-23,0,49,0,6,0,0,1,0,4,80140,4541,2993,0,0,0,0
7301,1996-08-24,0,31,0,2,0,0,2,0,4,80171,4543,2995,0,0,0,0
7302,1996-08-26,0,47,0,5,0,0,3,0,4,80218,4548,2998,0,0,0,0
7303,1996-08-27,0,36,0,3,0,0,0,0,4,80254,4551,2998,0,0,0,0
7304,1996-08-28,0,44,0,4,0,0,3,0,4,80298,4555,3001,0,0,0,0
7305,1996-08-29,0,30,0,4,1,0,0,0,5,80328,4559,3001,0,0,0,0
7306,1996-08-30,0,53,0,7,0,0,3,0,5,80381,4566,3004,0,0,0,0
7307,1996-08-31,0,35,0,0,0,0,2,0,5,80416,4566,3006,0,0,0,0
7308,1996-09-02,0,41,0,6,0,0,1,0,5,80457,4572,3007,0,0,0,0
7309,1996-09-03,0,43,0,5,0,0,1,0,5,80500,4577,3008,0,0,0,0
7310,1996-09-04,0,31,0,8,0,0,0,0,5,80531,4585,3008,0,0,0,0
7311,1996-09-05,0,41,0,5,0,0,2,0,5,80572,4590,3010,0,0,0,0
7312,1996-09-06,0,53,0,2,0,0,2,0,5,80625,4592,3012,0,0,0,0
7313,1996-09-07,0,22,0,3,0,0,1,0,5,80647,4595,3013,0,0,0,0
7314,1996-09-09,0,43,0,7,0,0,2,0,5,80690,4602,3015,0,0,0,0
7315,1996-09-10,0,43,0,3,0,0,6,0,5,80733,4605,3021,0,0,0,0
7316,1996-09-11,0,30,0,5,0,0,2,0,5,80763,4610,3023,0,0,0,0
7317,1996-09-12,0,37,0,5,0,0,0,0,5,80800,4615,3023,0,0,0,0
7318,1996-09-13,0,59,0,6,0,0,3,0,5,80859,4621,3026,0,0,0,0
7319,1996-09-14,0,25,0,0,0,0,0,0,5,80884,4621,3026,0,0,0,0
7320,1996-09-16,0,43,0,7,0,0,4,0,5,80927,4628,3030,0,0,0,0
7321,1996-09-17,0,34,0,2,0,0,1,0,5,80961,4630,3031,0,0,0,0
7322,1996-09-18,0,41,0,3,0,0,3,0,5,81002,4633,3034,0,0,0,0
7323,1996-09-19,0,35,0,5,0,0,6,0,5,81037,4638,3040,0,0,0,0
7324,1996-09-20,0,51,0,6,0,0,1,0,5,81088,4644,3041,0,0,0,0
7325,1996-09-21,0,30,0,2,0,0,0,0,5,81118,4646,3041,0,0,0,0
7326,1996-09-23,0,20,0,1,0,0,4,0,5,81138,4647,3045,0,0,0,0
7327,1996-09-24,0,32,0,3,0,0,2,0,5,81170,4650,3047,0,0,0,0
7328,1996-09-25,0,35,0,10,0,0,3,0,5,81205,4660,3050,0,0,0,0
7329,1996-09-26,0,39,0,4,0,0,2,0,5,81244,4664,3052,0,0,0,0
7330,1996-09-27,0,44,0,6,0,0,5,0,5,81288,4670,3057,0,0,0,0
7331,1996-09-28,0,31,0,1,0,0,2,0,5,81319,4671,3059,0,0,0,0
7332,1996-09-30,0,36,0,7,0,0,4,0,5,81355,4678,3063,0,0,0,0
7333,1996-10-01,0,35,0,5,0,0,1,0,5,81390,4683,3064,0,0,0,0
7334,1996-10-02,0,39,0,4,0,0,3,0,5,81429,4687,3067,0,0,0,0
