index,datum_tenaamstelling,Alcohol,Benzine,CNG,Diesel,Elektriciteit,LNG,LPG,Waterstof,cum_Elektriciteit,cum_Benzine,cum_Diesel,cum_LPG,cum_CNG,cum_LNG,cum_Waterstof,cum_Alcohol
3715,1984-12-18,0,5,0,0,0,0,0,0,1,12122,307,290,0,0,0,0
3716,1984-12-19,0,10,0,0,0,0,0,0,1,12132,307,290,0,0,0,0
3717,1984-12-20,0,2,0,1,0,0,0,0,1,12134,308,290,0,0,0,0
3718,1984-12-21,0,6,0,0,0,0,0,0,1,12140,308,290,0,0,0,0
3719,1984-12-24,0,4,0,0,0,0,0,0,1,12144,308,290,0,0,0,0
3720,1984-12-27,0,12,0,0,0,0,1,0,1,12156,308,291,0,0,0,0
3721,1984-12-28,0,8,0,0,0,0,1,0,1,12164,308,292,0,0,0,0
3722,1984-12-29,0,1,0,0,0,0,0,0,1,12165,308,292,0,0,0,0
3723,1984-12-31,0,6,0,0,0,0,0,0,1,12171,308,292,0,0,0,0
3724,1985-01-02,0,10,0,2,0,0,0,0,1,12181,310,292,0,0,0,0
3725,1985-01-03,0,6,0,0,0,0,0,0,1,12187,310,292,0,0,0,0
3726,1985-01-04,0,6,0,0,0,0,0,0,1,12193,310,292,0,0,0,0
3727,1985-01-05,0,1,0,0,0,0,0,0,1,12194,310,292,0,0,0,0
3728,1985-01-07,0,1,0,0,0,0,0,0,1,12195,310,292,0,0,0,0
3729,1985-01-08,0,7,0,0,0,0,1,0,1,12202,310,293,0,0,0,0
3730,1985-01-09,0,1,0,0,0,0,0,0,1,12203,310,293,0,0,0,0
3731,1985-01-10,0,5,0,2,0,0,0,0,1,12208,312,293,0,0,0,0
3732,1985-01-11,0,5,0,0,0,0,0,0,1,12213,312,293,0,0,0,0
3733,1985-01-14,0,1,0,0,0,0,0,0,1,12214,312,293,0,0,0,0
3734,1985-01-15,0,7,0,0,0,0,2,0,1,12221,312,295,0,0,0,0
3735,1985-01-16,0,2,0,0,0,0,0,0,1,12223,312,295,0,0,0,0
3736,1985-01-17,0,4,0,0,0,0,0,0,1,12227,312,295,0,0,0,0
3737,1985-01-19,0,1,0,0,0,0,0,0,1,12228,312,295,0,0,0,0
3738,1985-01-21,0,1,0,0,0,0,0,0,1,12229,312,295,0,0,0,0
3739,1985-01-22,0,5,0,0,0,0,0,0,1,12234,312,295,0,0,0,0
3740,1985-01-23,0,5,0,0,0,0,0,0,1,12239,312,295,0,0,0,0
3741,1985-01-24,0,4,0,1,0,0,0,0,1,12243,313,295,0,0,0,0
3742,1985-01-25,0,14,0,0,0,0,0,0,1,12257,313,295,0,0,0,0
3743,1985-01-28,0,4,0,0,0,0,0,0,1,12261,313,295,0,0,0,0
3744,1985-01-29,0,7,0,0,0,0,0,0,1,12268,313,295,0,0,0,0
3745,1985-01-30,0,6,0,0,0,0,0,0,1,12274,313,295,0,0,0,0
3746,1985-01-31,0,8,0,1,0,0,0,0,1,12282,314,295,0,0,0,0
3747,1985-02-01,0,7,0,0,0,0,0,0,1,12289,314,295,0,0,0,0
3748,1985-02-02,0,1,0,0,0,0,0,0,1,12290,314,295,0,0,0,0
3749,1985-02-04,0,6,0,0,0,0,1,0,1,12296,314,296,0,0,0,0
3750,1985-02-05,0,7,0,0,0,0,2,0,1,12303,314,298,0,0,0,0
3751,1985-02-06,0,3,0,0,0,0,0,0,1,12306,314,298,0,0,0,0
3752,1985-02-07,0,1,0,0,0,0,0,0,1,12307,314,298,0,0,0,0
3753,1985-02-08,0,7,0,0,0,0,0,0,1,12314,314,298,0,0,0,0
3754,1985-02-11,0,5,0,0,0,0,0,0,1,12319,314,298,0,0,0,0
3755,1985-02-12,0,4,0,0,0,0,0,0,1,12323,314,298,0,0,0,0
3756,1985-02-13,0,5,0,0,0,0,0,0,1,12328,314,298,0,0,0,0
3757,1985-02-14,0,5,0,0,0,0,0,0,1,12333,314,298,0,0,0,0
3758,1985-02-15,0,5,0,1,0,0,0,0,1,12338,315,298,0,0,0,0
3759,1985-02-18,0,8,0,1,0,0,0,0,1,12346,316,298,0,0,0,0
3760,1985-02-19,0,6,0,0,0,0,0,0,1,12352,316,298,0,0,0,0
3761,1985-02-20,0,6,0,1,0,0,0,0,1,12358,317,298,0,0,0,0
3762,1985-02-21,0,3,0,0,0,0,0,0,1,12361,317,298,0,0,0,0
3763,1985-02-22,0,3,0,1,0,0,0,0,1,12364,318,298,0,0,0,0
3764,1985-02-23,0,3,0,0,0,0,0,0,1,12367,318,298,0,0,0,0
3765,1985-02-25,0,7,0,0,0,0,0,0,1,12374,318,298,0,0,0,0
3766,1985-02-26,0,3,0,0,0,0,0,0,1,12377,318,298,0,0,0,0
3767,1985-02-27,0,2,0,1,0,0,0,0,1,12379,319,298,0,0,0,0
3768,1985-02-28,0,3,0,0,0,0,0,0,1,12382,319,298,0,0,0,0
3769,1985-03-01,0,11,0,0,0,0,0,0,1,12393,319,298,0,0,0,0
3770,1985-03-02,0,4,0,0,0,0,0,0,1,12397,319,298,0,0,0,0
3771,1985-03-04,0,9,0,1,0,0,0,0,1,12406,320,298,0,0,0,0
3772,1985-03-05,0,4,0,0,0,0,0,0,1,12410,320,298,0,0,0,0
3773,1985-03-06,0,5,0,0,0,0,0,0,1,12415,320,298,0,0,0,0
3774,1985-03-07,0,6,0,0,0,0,1,0,1,12421,320,299,0,0,0,0
3775,1985-03-08,0,9,0,0,0,0,2,0,1,12430,320,301,0,0,0,0
3776,1985-03-09,0,4,0,0,0,0,0,0,1,12434,320,301,0,0,0,0
3777,1985-03-11,0,10,0,0,0,0,2,0,1,12444,320,303,0,0,0,0
3778,1985-03-12,0,6,0,0,0,0,0,0,1,12450,320,303,0,0,0,0
3779,1985-03-13,0,3,0,0,0,0,0,0,1,12453,320,303,0,0,0,0
3780,1985-03-14,0,6,0,0,0,0,0,0,1,12459,320,303,0,0,0,0
3781,1985-03-15,0,9,0,2,0,0,0,0,1,12468,322,303,0,0,0,0
3782,1985-03-16,0,2,0,0,0,0,0,0,1,12470,322,303,0,0,0,0
3783,1985-03-18,0,9,0,0,0,0,0,0,1,12479,322,303,0,0,0,0
3784,1985-03-19,0,5,0,0,0,0,1,0,1,12484,322,304,0,0,0,0
3785,1985-03-20,0,6,0,0,0,0,1,0,1,12490,322,305,0,0,0,0
3786,1985-03-21,0,3,0,0,0,0,0,0,1,12493,322,305,0,0,0,0
3787,1985-03-22,0,7,0,0,0,0,0,0,1,12500,322,305,0,0,0,0
3788,1985-03-23,0,1,0,0,0,0,0,0,1,12501,322,305,0,0,0,0
3789,1985-03-25,0,11,0,0,0,0,2,0,1,12512,322,307,0,0,0,0
3790,1985-03-26,0,6,0,1,0,0,0,0,1,12518,323,307,0,0,0,0
3791,1985-03-27,0,9,0,1,0,0,0,0,1,12527,324,307,0,0,0,0
3792,1985-03-28,0,5,0,0,0,0,1,0,1,12532,324,308,0,0,0,0
3793,1985-03-29,0,12,0,0,0,0,0,0,1,12544,324,308,0,0,0,0
3794,1985-03-30,0,3,0,1,0,0,0,0,1,12547,325,308,0,0,0,0
3795,1985-04-01,0,7,0,0,0,0,0,0,1,12554,325,308,0,0,0,0
3796,1985-04-02,0,6,0,0,0,0,0,0,1,12560,325,308,0,0,0,0
3797,1985-04-03,0,7,0,0,0,0,0,0,1,12567,325,308,0,0,0,0
3798,1985-04-04,0,15,0,1,0,0,1,0,1,12582,326,309,0,0,0,0
3799,1985-04-05,0,12,0,2,0,0,0,0,1,12594,328,309,0,0,0,0
3800,1985-04-06,0,4,0,0,0,0,1,0,1,12598,328,310,0,0,0,0
3801,1985-04-09,0,10,0,0,0,0,0,0,1,12608,328,310,0,0,0,0
3802,1985-04-10,0,6,0,0,0,0,0,0,1,12614,328,310,0,0,0,0
3803,1985-04-11,0,5,0,0,0,0,1,0,1,12619,328,311,0,0,0,0
3804,1985-04-12,0,12,0,0,0,0,0,0,1,12631,328,311,0,0,0,0
3805,1985-04-13,0,6,0,0,0,0,0,0,1,12637,328,311,0,0,0,0
3806,1985-04-15,0,9,0,1,0,0,0,0,1,12646,329,311,0,0,0,0
3807,1985-04-16,0,6,0,0,0,0,0,0,1,12652,329,311,0,0,0,0
3808,1985-04-17,0,8,0,0,0,0,0,0,1,12660,329,311,0,0,0,0
3809,1985-04-18,0,9,0,0,0,0,0,0,1,12669,329,311,0,0,0,0
3810,1985-04-19,0,11,0,1,0,0,0,0,1,12680,330,311,0,0,0,0
3811,1985-04-20,0,6,0,0,0,0,0,0,1,12686,330,311,0,0,0,0
3812,1985-04-22,0,8,0,0,0,0,0,0,1,12694,330,311,0,0,0,0
3813,1985-04-23,0,7,0,0,0,0,0,0,1,12701,330,311,0,0,0,0
3814,1985-04-24,0,10,0,0,0,0,0,0,1,12711,330,311,0,0,0,0
3815,1985-04-25,0,11,0,0,0,0,0,0,1,12722,330,311,0,0,0,0
3816,1985-04-26,0,17,0,1,0,0,0,0,1,12739,331,311,0,0,0,0
3817,1985-04-27,0,2,0,0,0,0,0,0,1,12741,331,311,0,0,0,0
3818,1985-04-29,0,19,0,1,0,0,0,0,1,12760,332,311,0,0,0,0
3819,1985-05-01,0,12,0,1,0,0,0,0,1,12772,333,311,0,0,0,0
3820,1985-05-02,0,12,0,0,0,0,0,0,1,12784,333,311,0,0,0,0
3821,1985-05-03,0,15,0,0,0,0,0,0,1,12799,333,311,0,0,0,0
3822,1985-05-04,0,5,0,0,0,0,0,0,1,12804,333,311,0,0,0,0
3823,1985-05-06,0,10,0,0,0,0,0,0,1,12814,333,311,0,0,0,0
3824,1985-05-07,0,6,0,0,0,0,0,0,1,12820,333,311,0,0,0,0
3825,1985-05-08,0,9,0,0,0,0,0,0,1,12829,333,311,0,0,0,0
3826,1985-05-09,0,6,0,0,0,0,0,0,1,12835,333,311,0,0,0,0
3827,1985-05-10,0,9,0,0,0,0,0,0,1,12844,333,311,0,0,0,0
3828,1985-05-11,0,3,0,0,0,0,0,0,1,12847,333,311,0,0,0,0
3829,1985-05-13,0,9,0,0,0,0,0,0,1,12856,333,311,0,0,0,0
3830,1985-05-14,0,3,0,1,0,0,0,0,1,12859,334,311,0,0,0,0
3831,1985-05-15,0,8,0,2,0,0,0,0,1,12867,336,311,0,0,0,0
3832,1985-05-17,0,21,0,1,0,0,1,0,1,12888,337,312,0,0,0,0
3833,1985-05-18,0,2,0,0,0,0,0,0,1,12890,337,312,0,0,0,0
3834,1985-05-20,0,6,0,0,0,0,0,0,1,12896,337,312,0,0,0,0
3835,1985-05-21,0,2,0,2,0,0,0,0,1,12898,339,312,0,0,0,0
3836,1985-05-22,0,11,0,0,0,0,1,0,1,12909,339,313,0,0,0,0
3837,1985-05-23,0,10,0,0,0,0,0,0,1,12919,339,313,0,0,0,0
3838,1985-05-24,0,10,0,0,0,0,0,0,1,12929,339,313,0,0,0,0
3839,1985-05-25,0,6,0,0,0,0,0,0,1,12935,339,313,0,0,0,0
3840,1985-05-28,0,11,0,0,0,0,0,0,1,12946,339,313,0,0,0,0
3841,1985-05-29,0,7,0,0,0,0,0,0,1,12953,339,313,0,0,0,0
3842,1985-05-30,0,7,0,0,0,0,0,0,1,12960,339,313,0,0,0,0
3843,1985-05-31,0,13,0,1,0,0,1,0,1,12973,340,314,0,0,0,0
3844,1985-06-01,0,6,0,0,0,0,0,0,1,12979,340,314,0,0,0,0
3845,1985-06-03,0,6,0,1,0,0,1,0,1,12985,341,315,0,0,0,0
3846,1985-06-04,0,6,0,0,0,0,0,0,1,12991,341,315,0,0,0,0
3847,1985-06-05,0,7,0,0,0,0,0,0,1,12998,341,315,0,0,0,0
3848,1985-06-06,0,8,0,0,0,0,0,0,1,13006,341,315,0,0,0,0
3849,1985-06-07,0,13,0,1,0,0,0,0,1,13019,342,315,0,0,0,0
3850,1985-06-08,0,3,0,0,0,0,0,0,1,13022,342,315,0,0,0,0
3851,1985-06-10,0,10,0,1,0,0,0,0,1,13032,343,315,0,0,0,0
3852,1985-06-11,0,10,0,0,0,0,0,0,1,13042,343,315,0,0,0,0
3853,1985-06-12,0,9,0,0,0,0,0,0,1,13051,343,315,0,0,0,0
3854,1985-06-13,0,5,0,1,0,0,1,0,1,13056,344,316,0,0,0,0
3855,1985-06-14,0,16,0,1,0,0,1,0,1,13072,345,317,0,0,0,0
3856,1985-06-15,0,6,0,0,0,0,0,0,1,13078,345,317,0,0,0,0
3857,1985-06-17,0,8,0,0,0,0,0,0,1,13086,345,317,0,0,0,0
3858,1985-06-18,0,9,0,0,0,0,0,0,1,13095,345,317,0,0,0,0
3859,1985-06-19,0,9,0,0,0,0,0,0,1,13104,345,317,0,0,0,0
3860,1985-06-20,0,9,0,0,0,0,0,0,1,13113,345,317,0,0,0,0
3861,1985-06-21,0,10,0,1,0,0,0,0,1,13123,346,317,0,0,0,0
3862,1985-06-22,0,5,0,0,0,0,0,0,1,13128,346,317,0,0,0,0
3863,1985-06-24,0,5,0,0,0,0,0,0,1,13133,346,317,0,0,0,0
3864,1985-06-25,0,9,0,1,0,0,0,0,1,13142,347,317,0,0,0,0
3865,1985-06-26,0,7,0,0,0,0,0,0,1,13149,347,317,0,0,0,0
3866,1985-06-27,0,9,0,0,0,0,0,0,1,13158,347,317,0,0,0,0
3867,1985-06-28,0,9,0,3,0,0,0,0,1,13167,350,317,0,0,0,0
3868,1985-06-29,0,3,0,0,0,0,0,0,1,13170,350,317,0,0,0,0
3869,1985-07-01,0,5,0,0,0,0,1,0,1,13175,350,318,0,0,0,0
3870,1985-07-02,0,8,0,0,0,0,0,0,1,13183,350,318,0,0,0,0
3871,1985-07-03,0,11,0,0,0,0,0,0,1,13194,350,318,0,0,0,0
3872,1985-07-04,0,12,0,0,0,0,0,0,1,13206,350,318,0,0,0,0
3873,1985-07-05,0,6,0,2,0,0,0,0,1,13212,352,318,0,0,0,0
3874,1985-07-06,0,4,0,0,0,0,0,0,1,13216,352,318,0,0,0,0
3875,1985-07-08,0,7,0,0,0,0,0,0,1,13223,352,318,0,0,0,0
3876,1985-07-09,0,7,0,1,0,0,0,0,1,13230,353,318,0,0,0,0
3877,1985-07-10,0,8,0,1,0,0,0,0,1,13238,354,318,0,0,0,0
3878,1985-07-11,0,4,0,0,0,0,0,0,1,13242,354,318,0,0,0,0
3879,1985-07-12,0,5,0,0,0,0,0,0,1,13247,354,318,0,0,0,0
3880,1985-07-13,0,5,0,0,0,0,0,0,1,13252,354,318,0,0,0,0
3881,1985-07-15,0,6,0,1,0,0,0,0,1,13258,355,318,0,0,0,0
3882,1985-07-16,0,7,0,1,0,0,0,0,1,13265,356,318,0,0,0,0
3883,1985-07-17,0,5,0,0,0,0,0,0,1,13270,356,318,0,0,0,0
3884,1985-07-18,0,5,0,0,0,0,0,0,1,13275,356,318,0,0,0,0
3885,1985-07-19,0,6,0,1,0,0,0,0,1,13281,357,318,0,0,0,0
3886,1985-07-20,0,3,0,0,0,0,0,0,1,13284,357,318,0,0,0,0
3887,1985-07-22,0,12,0,1,0,0,0,0,1,13296,358,318,0,0,0,0
3888,1985-07-23,0,3,0,1,0,0,0,0,1,13299,359,318,0,0,0,0
3889,1985-07-24,0,9,0,0,0,0,0,0,1,13308,359,318,0,0,0,0
3890,1985-07-25,0,9,0,0,0,0,0,0,1,13317,359,318,0,0,0,0
3891,1985-07-26,0,7,0,0,0,0,0,0,1,13324,359,318,0,0,0,0
3892,1985-07-27,0,6,0,0,0,0,0,0,1,13330,359,318,0,0,0,0
3893,1985-07-29,0,3,0,0,0,0,0,0,1,13333,359,318,0,0,0,0
3894,1985-07-30,0,7,0,2,0,0,0,0,1,13340,361,318,0,0,0,0
3895,1985-07-31,0,3,0,0,0,0,0,0,1,13343,361,318,0,0,0,0
3896,1985-08-01,0,7,0,0,0,0,1,0,1,13350,361,319,0,0,0,0
3897,1985-08-02,0,8,0,1,0,0,0,0,1,13358,362,319,0,0,0,0
3898,1985-08-03,0,2,0,1,0,0,0,0,1,13360,363,319,0,0,0,0
3899,1985-08-05,0,13,0,0,0,0,1,0,1,13373,363,320,0,0,0,0
3900,1985-08-06,0,6,0,1,0,0,0,0,1,13379,364,320,0,0,0,0
3901,1985-08-07,0,7,0,0,0,0,0,0,1,13386,364,320,0,0,0,0
3902,1985-08-08,0,9,0,0,0,0,1,0,1,13395,364,321,0,0,0,0
3903,1985-08-09,0,11,0,0,0,0,0,0,1,13406,364,321,0,0,0,0
3904,1985-08-10,0,1,0,0,0,0,0,0,1,13407,364,321,0,0,0,0
3905,1985-08-12,0,6,0,0,0,0,1,0,1,13413,364,322,0,0,0,0
3906,1985-08-13,0,5,0,0,0,0,0,0,1,13418,364,322,0,0,0,0
3907,1985-08-14,0,6,0,0,0,0,0,0,1,13424,364,322,0,0,0,0
3908,1985-08-15,0,9,0,0,0,0,0,0,1,13433,364,322,0,0,0,0
3909,1985-08-16,0,8,0,0,0,0,1,0,1,13441,364,323,0,0,0,0
3910,1985-08-17,0,3,0,0,0,0,0,0,1,13444,364,323,0,0,0,0
3911,1985-08-19,0,10,0,0,0,0,0,0,1,13454,364,323,0,0,0,0
3912,1985-08-20,0,11,0,0,0,0,0,0,1,13465,364,323,0,0,0,0
3913,1985-08-21,0,11,0,0,0,0,0,0,1,13476,364,323,0,0,0,0
3914,1985-08-22,0,4,0,2,0,0,0,0,1,13480,366,323,0,0,0,0
3915,1985-08-23,0,8,0,2,0,0,0,0,1,13488,368,323,0,0,0,0
3916,1985-08-24,0,1,0,0,0,0,0,0,1,13489,368,323,0,0,0,0
3917,1985-08-26,0,7,0,0,0,0,0,0,1,13496,368,323,0,0,0,0
3918,1985-08-27,0,8,0,0,0,0,1,0,1,13504,368,324,0,0,0,0
3919,1985-08-28,0,3,0,0,0,0,0,0,1,13507,368,324,0,0,0,0
3920,1985-08-29,0,7,0,0,0,0,0,0,1,13514,368,324,0,0,0,0
3921,1985-08-30,0,8,0,0,0,0,2,0,1,13522,368,326,0,0,0,0
3922,1985-08-31,0,3,0,1,0,0,0,0,1,13525,369,326,0,0,0,0
3923,1985-09-02,0,3,0,0,0,0,0,0,1,13528,369,326,0,0,0,0
3924,1985-09-03,0,8,0,0,0,0,0,0,1,13536,369,326,0,0,0,0
3925,1985-09-04,0,8,0,0,0,0,0,0,1,13544,369,326,0,0,0,0
3926,1985-09-05,0,10,0,1,0,0,1,0,1,13554,370,327,0,0,0,0
3927,1985-09-06,0,6,0,0,0,0,1,0,1,13560,370,328,0,0,0,0
3928,1985-09-07,0,4,0,1,0,0,0,0,1,13564,371,328,0,0,0,0
3929,1985-09-09,0,7,0,0,0,0,0,0,1,13571,371,328,0,0,0,0
3930,1985-09-10,0,7,0,0,0,0,0,0,1,13578,371,328,0,0,0,0
3931,1985-09-11,0,10,0,1,0,0,0,0,1,13588,372,328,0,0,0,0
3932,1985-09-12,0,9,0,0,0,0,0,0,1,13597,372,328,0,0,0,0
3933,1985-09-13,0,9,0,0,0,0,0,0,1,13606,372,328,0,0,0,0
3934,1985-09-14,0,4,0,0,0,0,0,0,1,13610,372,328,0,0,0,0
3935,1985-09-16,0,5,0,0,0,0,0,0,1,13615,372,328,0,0,0,0
3936,1985-09-17,0,6,0,1,0,0,2,0,1,13621,373,330,0,0,0,0
3937,1985-09-18,0,6,0,0,0,0,2,0,1,13627,373,332,0,0,0,0
3938,1985-09-19,0,5,0,0,0,0,1,0,1,13632,373,333,0,0,0,0
3939,1985-09-20,0,6,0,0,0,0,0,0,1,13638,373,333,0,0,0,0
3940,1985-09-21,0,3,0,0,0,0,0,0,1,13641,373,333,0,0,0,0
3941,1985-09-23,0,8,0,1,0,0,1,0,1,13649,374,334,0,0,0,0
3942,1985-09-24,0,5,0,0,0,0,0,0,1,13654,374,334,0,0,0,0
3943,1985-09-25,0,1,0,0,0,0,0,0,1,13655,374,334,0,0,0,0
3944,1985-09-26,0,8,0,0,0,0,1,0,1,13663,374,335,0,0,0,0
3945,1985-09-27,0,6,0,1,0,0,0,0,1,13669,375,335,0,0,0,0
3946,1985-09-28,0,3,0,0,0,0,0,0,1,13672,375,335,0,0,0,0
3947,1985-09-30,0,6,0,0,0,0,1,0,1,13678,375,336,0,0,0,0
3948,1985-10-01,0,2,0,0,0,0,1,0,1,13680,375,337,0,0,0,0
3949,1985-10-02,0,7,0,0,0,0,0,0,1,13687,375,337,0,0,0,0
3950,1985-10-03,0,3,0,0,0,0,0,0,1,13690,375,337,0,0,0,0
3951,1985-10-04,0,14,0,0,0,0,0,0,1,13704,375,337,0,0,0,0
3952,1985-10-05,0,5,0,0,0,0,1,0,1,13709,375,338,0,0,0,0
3953,1985-10-07,0,8,0,0,0,0,1,0,1,13717,375,339,0,0,0,0
3954,1985-10-08,0,3,0,1,0,0,0,0,1,13720,376,339,0,0,0,0
3955,1985-10-09,0,5,0,1,0,0,0,0,1,13725,377,339,0,0,0,0
3956,1985-10-10,0,7,0,1,0,0,1,0,1,13732,378,340,0,0,0,0
3957,1985-10-11,0,6,0,1,0,0,0,0,1,13738,379,340,0,0,0,0
3958,1985-10-12,0,4,0,1,0,0,0,0,1,13742,380,340,0,0,0,0
3959,1985-10-14,0,10,0,0,0,0,0,0,1,13752,380,340,0,0,0,0
3960,1985-10-15,0,8,0,0,0,0,0,0,1,13760,380,340,0,0,0,0
3961,1985-10-16,0,7,0,0,0,0,0,0,1,13767,380,340,0,0,0,0
3962,1985-10-17,0,5,0,0,0,0,1,0,1,13772,380,341,0,0,0,0
3963,1985-10-18,0,5,0,0,0,0,0,0,1,13777,380,341,0,0,0,0
3964,1985-10-19,0,2,0,0,0,0,0,0,1,13779,380,341,0,0,0,0
3965,1985-10-21,0,7,0,1,0,0,0,0,1,13786,381,341,0,0,0,0
3966,1985-10-22,0,4,0,0,0,0,0,0,1,13790,381,341,0,0,0,0
3967,1985-10-23,0,4,0,0,0,0,1,0,1,13794,381,342,0,0,0,0
3968,1985-10-24,0,4,0,1,0,0,0,0,1,13798,382,342,0,0,0,0
3969,1985-10-25,0,10,0,0,0,0,0,0,1,13808,382,342,0,0,0,0
3970,1985-10-26,0,3,0,0,0,0,0,0,1,13811,382,342,0,0,0,0
3971,1985-10-28,0,4,0,1,0,0,0,0,1,13815,383,342,0,0,0,0
3972,1985-10-29,0,3,0,1,0,0,0,0,1,13818,384,342,0,0,0,0
3973,1985-10-30,0,6,0,1,0,0,0,0,1,13824,385,342,0,0,0,0
3974,1985-10-31,0,6,0,0,0,0,0,0,1,13830,385,342,0,0,0,0
3975,1985-11-01,0,4,0,0,0,0,0,0,1,13834,385,342,0,0,0,0
3976,1985-11-02,0,4,0,0,0,0,0,0,1,13838,385,342,0,0,0,0
3977,1985-11-04,0,9,0,0,0,0,0,0,1,13847,385,342,0,0,0,0
3978,1985-11-05,0,5,0,0,0,0,0,0,1,13852,385,342,0,0,0,0
3979,1985-11-06,0,6,0,0,0,0,0,0,1,13858,385,342,0,0,0,0
3980,1985-11-07,0,3,0,1,0,0,1,0,1,13861,386,343,0,0,0,0
3981,1985-11-08,0,6,0,1,0,0,1,0,1,13867,387,344,0,0,0,0
3982,1985-11-09,0,1,0,0,0,0,0,0,1,13868,387,344,0,0,0,0
3983,1985-11-11,0,9,0,1,0,0,1,0,1,13877,388,345,0,0,0,0
3984,1985-11-12,0,1,0,0,0,0,0,0,1,13878,388,345,0,0,0,0
3985,1985-11-13,0,2,0,0,0,0,0,0,1,13880,388,345,0,0,0,0
3986,1985-11-14,0,2,0,0,0,0,0,0,1,13882,388,345,0,0,0,0
3987,1985-11-15,0,9,0,0,0,0,1,0,1,13891,388,346,0,0,0,0
3988,1985-11-16,0,4,0,0,0,0,0,0,1,13895,388,346,0,0,0,0
3989,1985-11-18,0,7,0,0,0,0,0,0,1,13902,388,346,0,0,0,0
3990,1985-11-19,0,2,0,0,0,0,0,0,1,13904,388,346,0,0,0,0
3991,1985-11-20,0,3,0,0,0,0,1,0,1,13907,388,347,0,0,0,0
3992,1985-11-21,0,5,0,1,0,0,0,0,1,13912,389,347,0,0,0,0
3993,1985-11-22,0,4,0,0,0,0,0,0,1,13916,389,347,0,0,0,0
3994,1985-11-23,0,3,0,0,0,0,0,0,1,13919,389,347,0,0,0,0
3995,1985-11-25,0,7,0,0,0,0,2,0,1,13926,389,349,0,0,0,0
3996,1985-11-26,0,4,0,0,0,0,1,0,1,13930,389,350,0,0,0,0
3997,1985-11-27,0,4,0,0,0,0,0,0,1,13934,389,350,0,0,0,0
3998,1985-11-28,0,4,0,0,0,0,0,0,1,13938,389,350,0,0,0,0
3999,1985-11-29,0,5,0,0,0,0,1,0,1,13943,389,351,0,0,0,0
4000,1985-11-30,0,4,0,0,0,0,0,0,1,13947,389,351,0,0,0,0
4001,1985-12-01,0,1,0,0,0,0,0,0,1,13948,389,351,0,0,0,0
4002,1985-12-02,0,8,0,0,0,0,0,0,1,13956,389,351,0,0,0,0
4003,1985-12-03,0,4,0,1,0,0,0,0,1,13960,390,351,0,0,0,0
4004,1985-12-04,0,2,0,0,0,0,0,0,1,13962,390,351,0,0,0,0
4005,1985-12-05,0,3,0,0,0,0,0,0,1,13965,390,351,0,0,0,0
4006,1985-12-06,0,5,0,0,0,0,0,0,1,13970,390,351,0,0,0,0
4007,1985-12-07,0,3,0,0,0,0,0,0,1,13973,390,351,0,0,0,0
4008,1985-12-09,0,7,0,0,0,0,0,0,1,13980,390,351,0,0,0,0
4009,1985-12-10,0,5,0,0,0,0,0,0,1,13985,390,351,0,0,0,0
4010,1985-12-11,0,3,0,1,0,0,0,0,1,13988,391,351,0,0,0,0
4011,1985-12-12,0,6,0,0,0,0,0,0,1,13994,391,351,0,0,0,0
4012,1985-12-13,0,5,0,0,0,0,0,0,1,13999,391,351,0,0,0,0
4013,1985-12-16,0,6,0,1,0,0,2,0,1,14005,392,353,0,0,0,0
4014,1985-12-17,0,2,0,2,0,0,0,0,1,14007,394,353,0,0,0,0
4015,1985-12-18,0,2,0,1,0,0,0,0,1,14009,395,353,0,0,0,0
4016,1985-12-19,0,7,0,0,0,0,0,0,1,14016,395,353,0,0,0,0
4017,1985-12-20,0,2,0,1,0,0,0,0,1,14018,396,353,0,0,0,0
4018,1985-12-21,0,3,0,0,0,0,0,0,1,14021,396,353,0,0,0,0
4019,1985-12-23,0,8,0,0,0,0,2,0,1,14029,396,355,0,0,0,0
4020,1985-12-24,0,3,0,0,0,0,1,0,1,14032,396,356,0,0,0,0
4021,1985-12-27,0,4,0,0,0,0,0,0,1,14036,396,356,0,0,0,0
4022,1985-12-28,0,1,0,0,0,0,0,0,1,14037,396,356,0,0,0,0
4023,1985-12-30,0,2,0,1,0,0,0,0,1,14039,397,356,0,0,0,0
4024,1985-12-31,0,6,0,1,0,0,0,0,1,14045,398,356,0,0,0,0
4025,1986-01-02,0,9,0,2,0,0,0,0,1,14054,400,356,0,0,0,0
4026,1986-01-03,0,6,0,3,0,0,0,0,1,14060,403,356,0,0,0,0
4027,1986-01-04,0,2,0,0,0,0,0,0,1,14062,403,356,0,0,0,0
4028,1986-01-06,0,3,0,2,0,0,0,0,1,14065,405,356,0,0,0,0
4029,1986-01-07,0,6,0,0,0,0,2,0,1,14071,405,358,0,0,0,0
4030,1986-01-08,0,5,0,3,0,0,0,0,1,14076,408,358,0,0,0,0
4031,1986-01-09,0,9,0,1,0,0,0,0,1,14085,409,358,0,0,0,0
4032,1986-01-10,0,2,0,0,0,0,0,0,1,14087,409,358,0,0,0,0
4033,1986-01-11,0,5,0,0,0,0,0,0,1,14092,409,358,0,0,0,0
4034,1986-01-13,0,7,0,1,0,0,0,0,1,14099,410,358,0,0,0,0
4035,1986-01-14,0,7,0,1,0,0,0,0,1,14106,411,358,0,0,0,0
4036,1986-01-15,0,4,0,2,0,0,0,0,1,14110,413,358,0,0,0,0
